chain_families,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
partitioning -> extension,0.15,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5
partitioning -> iteration,0.2458,0.3333,0.375,0.375,0.0,0.0,0.3333,0.375,0.0,0.0,0.0,0.0,1.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.6667,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.6667,0.3333,0.3333,0.3333,0.3333
partitioning -> permutation,0.2,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0
partitioning -> reindexing,0.4025,0.425,0.575,0.375,0.4,0.2,0.425,0.575,0.2,0.4,0.2,0.4,1.0,0.4,0.4,0.2,0.6,0.6,0.4,0.6,0.6,0.6,0.6,0.4,0.4,0.2,0.6,0.6,0.4,0.6,0.6,0.6,0.6
permutation,0.7594,0.75,0.75,0.5312,1.0,0.25,0.75,0.75,0.25,1.0,0.25,1.0,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
permutation -> extension,0.0703,0.0,0.1094,0.1094,0.125,0.0,0.0,0.1094,0.0,0.125,0.0,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.125
permutation -> iteration,0.75,0.75,1.0,1.0,0.5,0.0,0.75,1.0,1.0,0.5,1.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
permutation -> partitioning,0.5312,0.25,0.9375,0.9375,0.5,0.0,0.25,0.9375,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,1.0,1.0,1.0
permutation -> reindexing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reindexing,0.45,0.3214,0.6429,0.5,0.5714,0.1429,0.3214,0.6429,0.2857,0.5714,0.2857,0.5714,1.0,0.2857,0.1429,0.4286,0.4286,0.2857,0.5714,0.5714,0.7143,0.7143,0.5714,0.2857,0.1429,0.4286,0.4286,0.2857,0.5714,0.5714,0.7143,0.7143,0.5714
reindexing -> extension,0.275,0.125,0.0,0.0,0.75,0.0,0.125,0.0,0.0,0.75,0.0,0.75,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
reindexing -> iteration,0.1375,0.125,0.2917,0.2917,0.0,0.0,0.125,0.2917,0.3333,0.0,0.3333,0.0,1.0,0.0,0.0,0.0,0.3333,0.3333,0.0,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.3333,0.3333,0.0,0.3333,0.3333,0.3333,0.3333
reindexing -> partitioning,0.2417,0.2292,0.375,0.1667,0.3333,0.3333,0.2292,0.375,0.25,0.3333,0.25,0.3333,1.0,0.1667,0.1667,0.3333,0.1667,0.3333,0.5,0.3333,0.3333,0.3333,0.5,0.1667,0.1667,0.3333,0.1667,0.3333,0.5,0.3333,0.3333,0.3333,0.5
reindexing -> permutation,0.495,0.525,0.675,0.55,0.4,0.2,0.525,0.675,0.0,0.4,0.0,0.4,1.0,0.6,0.4,0.6,0.4,0.8,0.4,0.8,0.8,0.6,0.6,0.6,0.4,0.6,0.4,0.8,0.4,0.8,0.8,0.6,0.6
