task_name,rule,rule_family,difficulty,shift_type,schema_success,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,final_score,pred_pre_json,pred_post_json,pred_pre_probe_json,pred_post_probe_json,support_pool_json,queries_json,probes_json,post_support_pool_json,post_queries_json,post_probes_json,metadata_json,error_type,error_message
symbolic_binding_string,reindexing_rotate_k_1,reindexing,medium,full_rule_remap,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""1"": [""zakzi"", ""zakzi"", ""kapu"", ""zakzi""], ""2"": [""zakzi"", ""zakzi"", ""kapu"", ""zakzi""], ""3"": [""zakzi"", ""zakzi"", ""kapu"", ""zakzi""], ""4"": [""zakzi"", ""zakzi"", ""kapu"", ""zakzi""], ""5"": [""zakzi"", ""zakzi"", ""kapu"", ""zakzi""]}","{""1"": [""funpo"", ""shuni"", ""zakzi"", ""kapu""], ""2"": [""funpo"", ""shuni"", ""zakzi"", ""kapu""], ""3"": [""funpo"", ""shuni"", ""zakzi"", ""kapu""], ""4"": [""funpo"", ""shuni"", ""zakzi"", ""kapu""], ""5"": [""funpo"", ""shuni"", ""zakzi"", ""kapu""]}","[""kapu"", ""shuni""]","[""shuni"", ""shuni""]","[{""inp"": ""kapu funpo zakzi funpo"", ""out"": ""funpo kapu funpo zakzi""}, {""inp"": ""kapu shuni funpo"", ""out"": ""funpo kapu shuni""}, {""inp"": ""zakzi funpo funpo kapu"", ""out"": ""kapu zakzi funpo funpo""}, {""inp"": ""kapu funpo kapu shuni"", ""out"": ""shuni kapu funpo kapu""}, {""inp"": ""kapu shuni shuni zakzi"", ""out"": ""zakzi kapu shuni shuni""}]","[{""inp"": ""zakzi kapu zakzi zakzi"", ""out"": ""zakzi zakzi kapu zakzi""}]","[{""inp"": ""shuni kapu"", ""out"": ""kapu shuni""}]","[{""inp"": ""funpo kapu shuni"", ""out"": ""shuni kapu funpo""}, {""inp"": ""funpo zakzi funpo"", ""out"": ""funpo zakzi funpo""}, {""inp"": ""kapu kapu kapu zakzi"", ""out"": ""zakzi kapu kapu kapu""}, {""inp"": ""kapu kapu funpo funpo"", ""out"": ""funpo funpo kapu kapu""}, {""inp"": ""zakzi kapu zakzi shuni"", ""out"": ""shuni zakzi kapu zakzi""}]","[{""inp"": ""kapu zakzi shuni funpo"", ""out"": ""funpo shuni zakzi kapu""}]","[{""inp"": ""shuni shuni"", ""out"": ""shuni shuni""}]","{""evidence_budgets"": [1, 2, 3, 4, 5], ""num_active_symbols"": 4, ""candidate_template_names"": [""extension"", ""reindexing"", ""partitioning"", ""permutation""], ""template"": ""reindexing_rotate_k_1"", ""template_family"": ""reindexing"", ""template_params"": {""k"": 1}, ""shifted_template"": ""permutation_reverse"", ""shifted_template_family"": ""permutation"", ""shifted_template_params"": {}, ""has_distractors"": false, ""repetition_mode"": ""medium"", ""old_rule_post_query_output"": null}",,
symbolic_binding_string,reindexing_rotate_k_-1,reindexing,medium,full_rule_remap,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""1"": [""shagro"", ""sir"", ""teno""], ""2"": [""shagro"", ""shagro"", ""sir"", ""sir"", ""teno"", ""teno""], ""3"": [""shagro"", ""teno"", ""shagro""], ""4"": [""teno"", ""shagro"", ""sir""], ""5"": [""shagro"", ""sir"", ""teno""]}","{""1"": [""sir"", ""bad"", ""bad"", ""bad""], ""2"": [""sir"", ""bad"", ""bad"", ""bad""], ""3"": [""sir"", ""bad"", ""bad"", ""bad""], ""4"": [""sir"", ""bad"", ""bad"", ""bad""], ""5"": [""sir"", ""bad"", ""bad"", ""bad""]}","[""bad"", ""bad""]","[""bad"", ""bad"", ""bad""]","[{""inp"": ""sir sir sir"", ""out"": ""sir sir sir""}, {""inp"": ""sir shagro shagro sir"", ""out"": ""shagro shagro sir sir""}, {""inp"": ""shagro shagro teno"", ""out"": ""shagro teno shagro""}, {""inp"": ""sir teno shagro"", ""out"": ""teno shagro sir""}, {""inp"": ""shagro shagro shagro"", ""out"": ""shagro shagro shagro""}]","[{""inp"": ""shagro sir teno"", ""out"": ""sir teno shagro""}]","[{""inp"": ""bad bad"", ""out"": ""bad bad""}]","[{""inp"": ""bad bad sir teno"", ""out"": ""bad bad sir teno teno""}, {""inp"": ""teno shagro sir shagro"", ""out"": ""teno shagro sir shagro shagro""}, {""inp"": ""sir sir bad shagro"", ""out"": ""sir sir bad shagro shagro""}, {""inp"": ""sir shagro teno"", ""out"": ""sir shagro teno teno""}, {""inp"": ""bad shagro bad shagro"", ""out"": ""bad shagro bad shagro shagro""}]","[{""inp"": ""sir bad bad"", ""out"": ""sir bad bad bad""}]","[{""inp"": ""bad bad"", ""out"": ""bad bad bad""}]","{""evidence_budgets"": [1, 2, 3, 4, 5], ""num_active_symbols"": 4, ""candidate_template_names"": [""permutation"", ""iteration"", ""reindexing"", ""extension""], ""template"": ""reindexing_rotate_k_-1"", ""template_family"": ""reindexing"", ""template_params"": {""k"": -1}, ""shifted_template"": ""extension_append_boundary_side_last"", ""shifted_template_family"": ""extension"", ""shifted_template_params"": {""side"": ""last""}, ""has_distractors"": false, ""repetition_mode"": ""medium"", ""old_rule_post_query_output"": null}",,
symbolic_binding_string,extension_append_boundary_side_last,extension,easy,full_rule_remap,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""1"": [""noz suzi suzi gapdu noz gapdu""], ""2"": [""noz suzi suzi gapdu noz gapdu""], ""3"": [""noz suzi suzi gapdu noz gapdu""], ""4"": [""noz suzi suzi gapdu noz gapdu""], ""5"": [""noz suzi suzi gapdu noz gapdu""]}","{""1"": [""gapdu gapdu""], ""2"": [""gapdu gapdu""], ""3"": [""gapdu gapdu""], ""4"": [""gapdu gapdu""], ""5"": [""gapdu gapdu""]}","[""suzi gapdu suzi gapdu""]","[""suzi gapdu""]","[{""inp"": ""suzi suzi gapdu gapdu"", ""out"": ""suzi suzi gapdu gapdu gapdu""}, {""inp"": ""gapdu suzi gapdu noz"", ""out"": ""gapdu suzi gapdu noz noz""}, {""inp"": ""gapdu suzi suzi noz gapdu"", ""out"": ""gapdu suzi suzi noz gapdu gapdu""}, {""inp"": ""noz suzi gapdu noz noz"", ""out"": ""noz suzi gapdu noz noz noz""}, {""inp"": ""gapdu noz gapdu gapdu gapdu"", ""out"": ""gapdu noz gapdu gapdu gapdu gapdu""}]","[{""inp"": ""noz suzi suzi gapdu noz"", ""out"": ""noz suzi suzi gapdu noz noz""}]","[{""inp"": ""suzi gapdu suzi"", ""out"": ""suzi gapdu suzi suzi""}]","[{""inp"": ""gapdu gapdu suzi noz noz"", ""out"": ""gapdu noz""}, {""inp"": ""noz gapdu noz gapdu noz"", ""out"": ""gapdu gapdu""}, {""inp"": ""noz noz noz suzi"", ""out"": ""noz suzi""}, {""inp"": ""gapdu gapdu gapdu gapdu noz"", ""out"": ""gapdu gapdu""}, {""inp"": ""noz suzi suzi suzi noz"", ""out"": ""suzi suzi""}]","[{""inp"": ""gapdu suzi gapdu gapdu"", ""out"": ""suzi gapdu""}]","[{""inp"": ""suzi gapdu suzi"", ""out"": ""gapdu""}]","{""evidence_budgets"": [1, 2, 3, 4, 5], ""num_active_symbols"": 3, ""candidate_template_names"": [""extension"", ""partitioning""], ""template"": ""extension_append_boundary_side_last"", ""template_family"": ""extension"", ""template_params"": {""side"": ""last""}, ""shifted_template"": ""partitioning_by_offset_offset_1"", ""shifted_template_family"": ""partitioning"", ""shifted_template_params"": {""offset"": 1}, ""has_distractors"": false, ""repetition_mode"": ""high"", ""old_rule_post_query_output"": null}",,
symbolic_binding_string,partitioning_by_offset_offset_0,partitioning,medium,full_rule_remap,True,0.25,1.0,1.0,1.0,0.0,0.25,1.0,0.0,1.0,0.0,1.0,0.7,"{""1"": [""gur tiche""], ""2"": [""gur tiche""], ""3"": [""chuv gur""], ""4"": [""chuv tiche""], ""5"": [""chuv gur""]}","{""1"": [""push chuv gur tiche""], ""2"": [""push chuv gur tiche""], ""3"": [""push chuv gur tiche""], ""4"": [""push chuv gur tiche""], ""5"": [""push chuv gur tiche""]}","[""chuv chuv tiche""]","[""chuv chuv gur push push gur""]","[{""inp"": ""gur gur push chuv"", ""out"": ""gur push""}, {""inp"": ""gur chuv gur"", ""out"": ""gur gur""}, {""inp"": ""chuv tiche chuv gur"", ""out"": ""chuv chuv""}, {""inp"": ""chuv gur push"", ""out"": ""chuv push""}, {""inp"": ""tiche tiche tiche push"", ""out"": ""tiche tiche""}]","[{""inp"": ""chuv gur tiche"", ""out"": ""chuv tiche""}]","[{""inp"": ""chuv chuv gur chuv tiche gur"", ""out"": ""chuv gur tiche""}]","[{""inp"": ""push gur chuv"", ""out"": ""chuv gur push""}, {""inp"": ""gur tiche tiche"", ""out"": ""tiche tiche gur""}, {""inp"": ""chuv chuv gur tiche"", ""out"": ""tiche gur chuv chuv""}, {""inp"": ""push chuv chuv gur"", ""out"": ""gur chuv chuv push""}, {""inp"": ""chuv push push tiche"", ""out"": ""tiche push push chuv""}]","[{""inp"": ""tiche gur chuv push"", ""out"": ""push chuv gur tiche""}]","[{""inp"": ""gur push push gur chuv chuv"", ""out"": ""chuv chuv gur push push gur""}]","{""evidence_budgets"": [1, 2, 3, 4, 5], ""num_active_symbols"": 4, ""candidate_template_names"": [""permutation"", ""extension"", ""reindexing"", ""partitioning""], ""template"": ""partitioning_by_offset_offset_0"", ""template_family"": ""partitioning"", ""template_params"": {""offset"": 0}, ""shifted_template"": ""permutation_reverse"", ""shifted_template_family"": ""permutation"", ""shifted_template_params"": {}, ""has_distractors"": false, ""repetition_mode"": ""medium"", ""old_rule_post_query_output"": null}",,
symbolic_binding_string,iteration_duplicate,iteration,easy,full_rule_remap,True,1.0,0.25,0.25,1.0,0.0,1.0,0.25,1.0,1.0,1.0,1.0,0.775,"{""1"": [""sushchu zonshe kepo zonshe zonshe sushchu zonshe kepo zonshe zonshe""], ""2"": [""sushchu zonshe kepo zonshe zonshe sushchu zonshe kepo zonshe zonshe""], ""3"": [""sushchu zonshe kepo zonshe zonshe sushchu zonshe kepo zonshe zonshe""], ""4"": [""sushchu zonshe kepo zonshe zonshe sushchu zonshe kepo zonshe zonshe""], ""5"": [""sushchu zonshe kepo zonshe zonshe sushchu zonshe kepo zonshe zonshe""]}","{""1"": [""sushchu zonshe sushchu sushchu kepo""], ""2"": [""zonshe sushchu sushchu kepo sushchu""], ""3"": [""kepo sushchu zonshe sushchu sushchu""], ""4"": [""zonshe sushchu kepo sushchu sushchu""], ""5"": [""zonshe zonshe zonshe zonshe""]}","[""kepo zonshe kepo kepo zonshe kepo""]","[""kepo kepo kepo""]","[{""inp"": ""kepo kepo kepo kepo zonshe"", ""out"": ""kepo kepo kepo kepo zonshe kepo kepo kepo kepo zonshe""}, {""inp"": ""sushchu sushchu sushchu sushchu sushchu"", ""out"": ""sushchu sushchu sushchu sushchu sushchu sushchu sushchu sushchu sushchu sushchu""}, {""inp"": ""zonshe zonshe kepo zonshe kepo"", ""out"": ""zonshe zonshe kepo zonshe kepo zonshe zonshe kepo zonshe kepo""}, {""inp"": ""kepo sushchu zonshe sushchu"", ""out"": ""kepo sushchu zonshe sushchu kepo sushchu zonshe sushchu""}, {""inp"": ""sushchu kepo sushchu zonshe zonshe"", ""out"": ""sushchu kepo sushchu zonshe zonshe sushchu kepo sushchu zonshe zonshe""}]","[{""inp"": ""sushchu zonshe kepo zonshe zonshe"", ""out"": ""sushchu zonshe kepo zonshe zonshe sushchu zonshe kepo zonshe zonshe""}]","[{""inp"": ""kepo zonshe kepo"", ""out"": ""kepo zonshe kepo kepo zonshe kepo""}]","[{""inp"": ""sushchu kepo zonshe sushchu"", ""out"": ""sushchu zonshe kepo sushchu""}, {""inp"": ""kepo zonshe zonshe kepo zonshe"", ""out"": ""zonshe kepo zonshe zonshe kepo""}, {""inp"": ""kepo zonshe kepo kepo"", ""out"": ""kepo kepo zonshe kepo""}, {""inp"": ""zonshe kepo kepo sushchu zonshe"", ""out"": ""zonshe sushchu kepo kepo zonshe""}, {""inp"": ""zonshe zonshe zonshe zonshe"", ""out"": ""zonshe zonshe zonshe zonshe""}]","[{""inp"": ""sushchu sushchu zonshe sushchu kepo"", ""out"": ""kepo sushchu zonshe sushchu sushchu""}]","[{""inp"": ""kepo kepo kepo"", ""out"": ""kepo kepo kepo""}]","{""evidence_budgets"": [1, 2, 3, 4, 5], ""num_active_symbols"": 3, ""candidate_template_names"": [""iteration"", ""permutation""], ""template"": ""iteration_duplicate"", ""template_family"": ""iteration"", ""template_params"": {}, ""shifted_template"": ""permutation_reverse"", ""shifted_template_family"": ""permutation"", ""shifted_template_params"": {}, ""has_distractors"": false, ""repetition_mode"": ""high"", ""old_rule_post_query_output"": null}",,
symbolic_binding_string,extension_append_boundary_side_last,extension,medium,full_rule_remap,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""1"": [""zeri"", ""sosh"", ""sosh"", ""tate"", ""tate""], ""2"": [""zeri"", ""sosh"", ""sosh"", ""tate"", ""tate""], ""3"": [""zeri"", ""sosh"", ""sosh"", ""tate"", ""tate""], ""4"": [""zeri"", ""sosh"", ""sosh"", ""tate"", ""tate""], ""5"": [""zeri"", ""sosh"", ""sosh"", ""tate"", ""tate""]}","{""1"": [""sosh"", ""sosh""], ""2"": [""sosh"", ""zasa""], ""3"": [""sosh"", ""zeri""], ""4"": [""sosh"", ""zasa""], ""5"": [""sosh"", ""zasa""]}","[""zasa"", ""zeri"", ""zasa"", ""zasa"", ""zasa"", ""zeri"", ""zeri""]","[""tate"", ""zeri""]","[{""inp"": ""zasa tate tate sosh"", ""out"": ""zasa tate tate sosh sosh""}, {""inp"": ""tate sosh tate zasa"", ""out"": ""tate sosh tate zasa zasa""}, {""inp"": ""tate zeri sosh zeri"", ""out"": ""tate zeri sosh zeri zeri""}, {""inp"": ""sosh tate zasa"", ""out"": ""sosh tate zasa zasa""}, {""inp"": ""zasa zeri sosh zeri"", ""out"": ""zasa zeri sosh zeri zeri""}]","[{""inp"": ""zeri sosh sosh tate"", ""out"": ""zeri sosh sosh tate tate""}]","[{""inp"": ""zasa zeri zasa zasa zasa zeri"", ""out"": ""zasa zeri zasa zasa zasa zeri zeri""}]","[{""inp"": ""tate zasa tate sosh"", ""out"": ""tate tate""}, {""inp"": ""tate zeri zeri sosh"", ""out"": ""tate zeri""}, {""inp"": ""zeri tate sosh zeri"", ""out"": ""zeri sosh""}, {""inp"": ""sosh tate sosh"", ""out"": ""sosh sosh""}, {""inp"": ""tate sosh tate"", ""out"": ""tate tate""}]","[{""inp"": ""sosh zasa zeri zasa"", ""out"": ""sosh zeri""}]","[{""inp"": ""tate zeri sosh zasa zeri tate"", ""out"": ""tate sosh zeri""}]","{""evidence_budgets"": [1, 2, 3, 4, 5], ""num_active_symbols"": 4, ""candidate_template_names"": [""permutation"", ""reindexing"", ""extension"", ""partitioning""], ""template"": ""extension_append_boundary_side_last"", ""template_family"": ""extension"", ""template_params"": {""side"": ""last""}, ""shifted_template"": ""partitioning_by_offset_offset_0"", ""shifted_template_family"": ""partitioning"", ""shifted_template_params"": {""offset"": 0}, ""has_distractors"": false, ""repetition_mode"": ""medium"", ""old_rule_post_query_output"": null}",,
symbolic_binding_string,reindexing_rotate_k_1,reindexing,easy,full_rule_remap,True,0.25,0.125,0.125,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.1375,"{""1"": [""lapa lapa fesi benu fesi""], ""2"": [""fesi lapa lapa fesi benu""], ""3"": [""fesi fesi lapa lapa benu""], ""4"": [""fesi fesi lapa lapa benu""], ""5"": [""fesi fesi lapa lapa benu""]}","{""1"": [""benu fesi lapa fesi benu""], ""2"": [""benu fesi fesi lapa benu""], ""3"": [""benu fesi fesi lapa benu""], ""4"": [""benu benu fesi lapa fesi""], ""5"": [""benu fesi fesi lapa benu""]}","[""fesi fesi fesi fesi lapa lapa benu""]","[""lapa lapa lapa fesi fesi benu lapa""]","[{""inp"": ""benu lapa fesi benu lapa"", ""out"": ""lapa benu lapa fesi benu""}, {""inp"": ""fesi lapa benu benu fesi"", ""out"": ""fesi fesi lapa benu benu""}, {""inp"": ""benu lapa lapa benu"", ""out"": ""benu benu lapa lapa""}, {""inp"": ""fesi fesi benu lapa fesi"", ""out"": ""fesi fesi fesi benu lapa""}, {""inp"": ""lapa fesi benu lapa"", ""out"": ""lapa lapa fesi benu""}]","[{""inp"": ""lapa lapa fesi benu fesi"", ""out"": ""fesi lapa lapa fesi benu""}]","[{""inp"": ""benu fesi fesi lapa lapa fesi fesi"", ""out"": ""fesi benu fesi fesi lapa lapa fesi""}]","[{""inp"": ""benu lapa lapa benu"", ""out"": ""benu lapa lapa benu""}, {""inp"": ""fesi lapa benu benu"", ""out"": ""benu benu lapa fesi""}, {""inp"": ""lapa benu lapa lapa"", ""out"": ""lapa lapa benu lapa""}, {""inp"": ""benu lapa fesi benu benu"", ""out"": ""benu benu fesi lapa benu""}, {""inp"": ""benu benu fesi benu"", ""out"": ""benu fesi benu benu""}]","[{""inp"": ""benu fesi lapa fesi benu"", ""out"": ""benu fesi lapa fesi benu""}]","[{""inp"": ""lapa benu lapa lapa fesi fesi lapa"", ""out"": ""lapa fesi fesi lapa lapa benu lapa""}]","{""evidence_budgets"": [1, 2, 3, 4, 5], ""num_active_symbols"": 3, ""candidate_template_names"": [""permutation"", ""reindexing""], ""template"": ""reindexing_rotate_k_1"", ""template_family"": ""reindexing"", ""template_params"": {""k"": 1}, ""shifted_template"": ""permutation_reverse"", ""shifted_template_family"": ""permutation"", ""shifted_template_params"": {}, ""has_distractors"": false, ""repetition_mode"": ""high"", ""old_rule_post_query_output"": null}",,
symbolic_binding_string,iteration_duplicate,iteration,hard,full_rule_remap,True,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.7,"{""1"": [""lenlo nede lenlo nede""], ""2"": [""lenlo nede lenlo nede""], ""3"": [""lenlo nede lenlo nede""], ""4"": [""lenlo nede lenlo nede""], ""5"": [""lenlo nede lenlo nede""]}","{""1"": [""gil""], ""2"": [""gil""], ""3"": [""gil""], ""4"": [""gil""], ""5"": [""gil""]}","[""sesi sesi""]","[""gil""]","[{""inp"": ""lenlo vud"", ""out"": ""lenlo vud lenlo vud""}, {""inp"": ""sesi nede vud"", ""out"": ""sesi nede vud sesi nede vud""}, {""inp"": ""gil lenlo nede"", ""out"": ""gil lenlo nede gil lenlo nede""}, {""inp"": ""sesi gil"", ""out"": ""sesi gil sesi gil""}, {""inp"": ""vud gil sesi"", ""out"": ""vud gil sesi vud gil sesi""}]","[{""inp"": ""lenlo nede"", ""out"": ""lenlo nede lenlo nede""}]","[{""inp"": ""sesi"", ""out"": ""sesi sesi""}]","[{""inp"": ""sesi vud lenlo"", ""out"": ""vud""}, {""inp"": ""gil vud"", ""out"": ""vud""}, {""inp"": ""vud gil lenlo"", ""out"": ""gil""}, {""inp"": ""sesi lenlo"", ""out"": ""lenlo""}, {""inp"": ""gil vud lenlo"", ""out"": ""vud""}]","[{""inp"": ""sesi gil"", ""out"": ""gil""}]","[{""inp"": ""gil"", ""out"": """"}]","{""evidence_budgets"": [1, 2, 3, 4, 5], ""num_active_symbols"": 5, ""candidate_template_names"": [""reindexing"", ""iteration"", ""extension"", ""permutation"", ""partitioning""], ""template"": ""iteration_duplicate"", ""template_family"": ""iteration"", ""template_params"": {}, ""shifted_template"": ""partitioning_by_offset_offset_1"", ""shifted_template_family"": ""partitioning"", ""shifted_template_params"": {""offset"": 1}, ""has_distractors"": false, ""repetition_mode"": ""low"", ""old_rule_post_query_output"": null}",,
symbolic_binding_string,permutation_reverse,permutation,hard,full_rule_remap,True,0.625,1.0,1.0,1.0,0.0,0.625,1.0,1.0,1.0,1.0,1.0,0.8500000000000001,"{""1"": [""gadva beni sod""], ""2"": [""gadva beni sod""], ""3"": [""gadva sod beni""], ""4"": [""gadva sod beni""], ""5"": [""gadva sod beni""]}","{""1"": [""sod pukfu sod""], ""2"": [""sod pukfu sod""], ""3"": [""sod pukfu sod""], ""4"": [""sod pukfu sod""], ""5"": [""sod pukfu sod""]}","[""gadva""]","[""beni beni""]","[{""inp"": ""sod pukfu"", ""out"": ""pukfu sod""}, {""inp"": ""beni gadva"", ""out"": ""gadva beni""}, {""inp"": ""pukfu kapa beni"", ""out"": ""beni kapa pukfu""}, {""inp"": ""pukfu gadva"", ""out"": ""gadva pukfu""}, {""inp"": ""gadva pukfu beni"", ""out"": ""beni pukfu gadva""}]","[{""inp"": ""beni sod gadva"", ""out"": ""gadva sod beni""}]","[{""inp"": ""gadva"", ""out"": ""gadva""}]","[{""inp"": ""beni gadva kapa"", ""out"": ""beni gadva kapa beni""}, {""inp"": ""gadva kapa"", ""out"": ""gadva kapa gadva""}, {""inp"": ""sod kapa pukfu"", ""out"": ""sod kapa pukfu sod""}, {""inp"": ""pukfu beni"", ""out"": ""pukfu beni pukfu""}, {""inp"": ""pukfu beni kapa"", ""out"": ""pukfu beni kapa pukfu""}]","[{""inp"": ""sod pukfu"", ""out"": ""sod pukfu sod""}]","[{""inp"": ""beni"", ""out"": ""beni beni""}]","{""evidence_budgets"": [1, 2, 3, 4, 5], ""num_active_symbols"": 5, ""candidate_template_names"": [""extension"", ""partitioning"", ""permutation"", ""iteration"", ""reindexing""], ""template"": ""permutation_reverse"", ""template_family"": ""permutation"", ""template_params"": {}, ""shifted_template"": ""extension_append_boundary_side_first"", ""shifted_template_family"": ""extension"", ""shifted_template_params"": {""side"": ""first""}, ""has_distractors"": false, ""repetition_mode"": ""low"", ""old_rule_post_query_output"": null}",,
symbolic_binding_string,reindexing_rotate_k_1,reindexing,hard,full_rule_remap,True,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6,"{""1"": [""sebi gikdu chuf""], ""2"": [""sebi gikdu chuf""], ""3"": [""monsha sebi chuf""], ""4"": [""sebi gikdu chuf""], ""5"": [""sebi gikdu chuf""]}","{""1"": [""sebi tur sebi tur""], ""2"": [""sebi tur sebi tur""], ""3"": [""sebi tur sebi tur""], ""4"": [""sebi tur sebi tur""], ""5"": [""sebi tur sebi tur""]}","[""monsha gikdu tur sebi""]","[""sebi gikdu tur chuf sebi gikdu tur chuf""]","[{""inp"": ""monsha sebi"", ""out"": ""sebi monsha""}, {""inp"": ""tur sebi gikdu"", ""out"": ""gikdu tur sebi""}, {""inp"": ""chuf gikdu monsha"", ""out"": ""monsha chuf gikdu""}, {""inp"": ""monsha gikdu"", ""out"": ""gikdu monsha""}, {""inp"": ""chuf tur"", ""out"": ""tur chuf""}]","[{""inp"": ""gikdu sebi chuf"", ""out"": ""chuf gikdu sebi""}]","[{""inp"": ""gikdu tur monsha sebi"", ""out"": ""sebi gikdu tur monsha""}]","[{""inp"": ""gikdu monsha"", ""out"": ""gikdu monsha gikdu monsha""}, {""inp"": ""tur monsha chuf"", ""out"": ""tur monsha chuf tur monsha chuf""}, {""inp"": ""monsha sebi gikdu"", ""out"": ""monsha sebi gikdu monsha sebi gikdu""}, {""inp"": ""sebi tur gikdu"", ""out"": ""sebi tur gikdu sebi tur gikdu""}, {""inp"": ""monsha chuf sebi"", ""out"": ""monsha chuf sebi monsha chuf sebi""}]","[{""inp"": ""sebi tur"", ""out"": ""sebi tur sebi tur""}]","[{""inp"": ""sebi gikdu tur chuf"", ""out"": ""sebi gikdu tur chuf sebi gikdu tur chuf""}]","{""evidence_budgets"": [1, 2, 3, 4, 5], ""num_active_symbols"": 5, ""candidate_template_names"": [""partitioning"", ""reindexing"", ""iteration"", ""extension"", ""permutation""], ""template"": ""reindexing_rotate_k_1"", ""template_family"": ""reindexing"", ""template_params"": {""k"": 1}, ""shifted_template"": ""iteration_duplicate"", ""shifted_template_family"": ""iteration"", ""shifted_template_params"": {}, ""has_distractors"": false, ""repetition_mode"": ""low"", ""old_rule_post_query_output"": null}",,
symbolic_binding_string,reindexing_rotate_k_1,reindexing,hard,full_rule_remap,True,1.0,0.875,0.875,0.0,0.0,1.0,0.875,1.0,0.0,1.0,0.0,0.6625000000000001,"{""1"": [""shivu nukme""], ""2"": [""shivu nukme""], ""3"": [""shivu nukme""], ""4"": [""shivu nukme""], ""5"": [""shivu nukme""]}","{""1"": [""tibo""], ""2"": [""mok""], ""3"": [""mok""], ""4"": [""mok""], ""5"": [""mok""]}","[""shivu""]","[""kedche""]","[{""inp"": ""nukme mok tibo"", ""out"": ""tibo nukme mok""}, {""inp"": ""shivu nukme"", ""out"": ""nukme shivu""}, {""inp"": ""kedche tibo nukme"", ""out"": ""nukme kedche tibo""}, {""inp"": ""mok nukme kedche"", ""out"": ""kedche mok nukme""}, {""inp"": ""tibo mok kedche"", ""out"": ""kedche tibo mok""}]","[{""inp"": ""nukme shivu"", ""out"": ""shivu nukme""}]","[{""inp"": ""shivu"", ""out"": ""shivu""}]","[{""inp"": ""kedche tibo"", ""out"": ""tibo""}, {""inp"": ""kedche nukme shivu"", ""out"": ""nukme""}, {""inp"": ""kedche mok"", ""out"": ""mok""}, {""inp"": ""mok nukme"", ""out"": ""nukme""}, {""inp"": ""shivu kedche"", ""out"": ""kedche""}]","[{""inp"": ""kedche mok tibo"", ""out"": ""mok""}]","[{""inp"": ""kedche"", ""out"": """"}]","{""evidence_budgets"": [1, 2, 3, 4, 5], ""num_active_symbols"": 5, ""candidate_template_names"": [""reindexing"", ""iteration"", ""permutation"", ""extension"", ""partitioning""], ""template"": ""reindexing_rotate_k_1"", ""template_family"": ""reindexing"", ""template_params"": {""k"": 1}, ""shifted_template"": ""partitioning_by_offset_offset_1"", ""shifted_template_family"": ""partitioning"", ""shifted_template_params"": {""offset"": 1}, ""has_distractors"": false, ""repetition_mode"": ""low"", ""old_rule_post_query_output"": null}",,
