chain_families,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
partitioning -> reindexing,0.43,0.55,0.5,0.3,0.4,0.2,0.55,0.5,0.6,0.4,0.6,0.4,1.0,0.4,0.4,0.6,0.6,0.8,0.4,0.6,0.6,0.4,0.4,0.4,0.4,0.6,0.6,0.8,0.4,0.6,0.6,0.4,0.4
permutation,0.4,0.25,0.75,0.25,0.75,0.5,0.25,0.75,0.5,0.75,0.5,0.75,1.0,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75
permutation -> extension,0.4469,0.25,0.375,0.2812,0.875,0.25,0.25,0.375,0.5,0.875,0.5,0.875,1.0,0.0,0.0,0.25,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.0,0.0,0.25,0.5,0.5,0.5,0.25,0.5,0.25,0.5
permutation -> iteration,0.375,0.0,0.5,0.5,0.75,0.0,0.0,0.5,0.5,0.75,0.5,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5
permutation -> partitioning,0.0,0.0,0.4375,0.0,0.0,0.5,0.0,0.4375,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
permutation -> reindexing,0.2333,0.3333,0.3333,0.3333,0.0,0.0,0.3333,0.3333,0.0,0.0,0.0,0.0,1.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333
reindexing,0.4571,0.3929,0.4464,0.2857,0.7143,0.2857,0.3929,0.4464,0.2857,0.7143,0.2857,0.7143,1.0,0.1429,0.2857,0.4286,0.5714,0.4286,0.5714,0.4286,0.4286,0.4286,0.4286,0.1429,0.2857,0.4286,0.5714,0.4286,0.5714,0.4286,0.4286,0.4286,0.4286
reindexing -> extension,0.475,0.4375,0.5,0.5,0.5,0.0,0.4375,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5
reindexing -> iteration,0.3333,0.3333,0.4583,0.3333,0.3333,0.3333,0.3333,0.4583,0.3333,0.3333,0.3333,0.3333,1.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.6667,0.6667,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.6667,0.6667,0.3333,0.3333,0.3333
reindexing -> partitioning,0.5021,0.4583,0.5625,0.3958,0.6667,0.1667,0.4583,0.5625,0.1667,0.6667,0.1667,0.6667,1.0,0.3333,0.3333,0.5,0.6667,0.3333,0.6667,0.6667,0.5,0.5,0.5,0.3333,0.3333,0.5,0.6667,0.3333,0.6667,0.6667,0.5,0.5,0.5
reindexing -> permutation,0.5025,0.525,0.775,0.575,0.4,0.2,0.525,0.775,0.2,0.4,0.2,0.4,1.0,0.6,0.6,0.6,0.4,0.4,0.6,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.4,0.4,0.6,0.8,0.8,0.8,0.8
