chain,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension_pad_pad_val_1 -> reindexing_spatial_shift_axis_1_shift_1,0.425,0.875,0.25,0.25,0.0,0.0,0.625,0.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
extension_pad_pad_val_9 -> iteration_tile_axis_0,0.325,0.25,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
extension_pad_pad_val_9 -> iteration_tile_axis_1,0.75,0.75,0.5,0.5,1.0,0.0,0.5,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0
extension_pad_pad_val_9 -> reindexing_spatial_shift_axis_0_shift_-1,0.1125,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
extension_pad_pad_val_9 -> reindexing_spatial_shift_axis_1_shift_-1,0.35,0.875,0.75,0.0,0.0,1.0,0.875,0.75,0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.75,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.75,0.5,1.0,1.0,0.5,0.5,1.0
extension_pad_pad_val_9 -> reindexing_spatial_shift_axis_1_shift_1,0.4625,0.875,0.375,0.375,0.0,0.0,0.875,0.375,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
iteration_tile_axis_0,0.7,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
iteration_tile_axis_0 -> extension_pad_pad_val_0,0.0167,0.0417,0.0,0.0,0.0,0.0,0.0417,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0
iteration_tile_axis_0 -> partitioning_crop_quadrant_4,0.2708,0.3333,0.4583,0.4583,0.0,0.0,0.3333,0.0417,0.0,0.0,0.0,0.0,1.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.6667,0.3333,0.3333,0.6667
iteration_tile_axis_0 -> permutation_transpose,0.4292,0.6667,0.5417,0.5417,0.0,0.0,0.6667,0.4167,0.0,0.0,0.0,0.0,1.0,0.6667,0.6667,0.6667,0.6667,0.6667,0.3333,0.6667,0.3333,0.3333,0.3333,0.6667,0.6667,0.6667,0.6667,0.6667,0.3333,0.6667,0.3333,0.6667,0.6667
iteration_tile_axis_0 -> reindexing_spatial_shift_axis_0_shift_1,0.9125,0.875,0.875,0.875,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
iteration_tile_axis_0 -> reindexing_spatial_shift_axis_1_shift_1,0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
iteration_tile_axis_1,0.3833,0.0833,0.5,0.5,0.6667,0.0,0.0833,0.4583,0.0,0.6667,0.0,0.6667,1.0,0.0,0.3333,0.0,0.0,0.0,0.6667,0.3333,0.3333,0.6667,0.3333,0.0,0.3333,0.0,0.0,0.0,0.6667,0.3333,0.3333,0.6667,0.6667
iteration_tile_axis_1 -> extension_pad_pad_val_9,0.3653,0.3611,0.7361,0.7361,0.0,0.0,0.1667,0.4444,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333,0.3333,0.0,0.3333,0.4444,0.3333,0.6667,0.3333,0.3333,0.3333,0.3333,0.4444,0.3333,0.3333,0.7778,0.6667,1.0,0.6667
iteration_tile_axis_1 -> partitioning_crop_quadrant_4,0.4312,0.5625,0.6875,0.6875,0.0,0.0,0.25,0.6042,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.6667,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.6667,0.5,1.0,0.6667
iteration_tile_axis_1 -> permutation_transpose,0.525,0.0,0.75,0.75,1.0,0.0,0.0,0.625,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
iteration_tile_axis_1 -> reindexing_spatial_shift_axis_0_shift_-1,0.3917,0.5417,0.5833,0.5833,0.0,0.0,0.0,0.1667,0.0,0.0,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.0,0.0,0.3333,0.3333,0.3333,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.3333,0.6667
iteration_tile_axis_1 -> reindexing_spatial_shift_axis_0_shift_1,0.55,0.625,1.0,1.0,0.0,0.0,0.625,0.875,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
iteration_tile_axis_1 -> reindexing_spatial_shift_axis_1_shift_1,0.3125,0.0,0.0417,0.0417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333
partitioning_crop_quadrant_1 -> extension_pad_pad_val_1,0.4056,0.4306,0.6111,0.1111,0.6667,0.6667,0.3333,0.6111,0.3333,0.6667,0.3333,0.6667,1.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.1111,0.7778,0.4444,0.7778,0.7778,0.3333,0.4444,0.4444,0.4444,0.4444,0.1111,0.7778,0.4444,0.7778,0.7778
partitioning_crop_quadrant_1 -> iteration_tile_axis_0,0.2,0.25,0.3333,0.3333,0.0,0.0,0.25,0.3333,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.3333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.3333,0.0,1.0
partitioning_crop_quadrant_1 -> iteration_tile_axis_1,0.5625,0.0,0.875,0.875,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
partitioning_crop_quadrant_2,0.45,0.375,0.0,0.0,1.0,0.0,0.375,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
partitioning_crop_quadrant_2 -> iteration_tile_axis_0,0.35,0.875,0.75,0.0,0.0,1.0,0.875,0.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
partitioning_crop_quadrant_2 -> iteration_tile_axis_1,0.35,0.875,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
partitioning_crop_quadrant_2 -> permutation_transpose,0.3875,0.5,0.625,0.625,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0
partitioning_crop_quadrant_3 -> iteration_tile_axis_1,0.075,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
partitioning_crop_quadrant_3 -> reindexing_spatial_shift_axis_0_shift_-1,0.3625,0.25,0.875,0.875,0.0,0.0,0.25,0.875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
partitioning_crop_quadrant_3 -> reindexing_spatial_shift_axis_1_shift_-1,0.5,0.875,0.5,0.5,0.0,0.0,0.875,0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
partitioning_crop_quadrant_4 -> extension_pad_pad_val_9,0.2312,0.0625,0.6875,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.5
partitioning_crop_quadrant_4 -> iteration_tile_axis_1,0.55,1.0,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333,0.0,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333,0.0,0.3333
partitioning_crop_quadrant_4 -> permutation_transpose,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
partitioning_crop_quadrant_4 -> reindexing_spatial_shift_axis_0_shift_-1,0.6125,0.125,0.875,0.875,1.0,0.0,0.125,0.875,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
partitioning_crop_quadrant_4 -> reindexing_spatial_shift_axis_0_shift_1,0.3417,0.2917,0.75,0.75,0.0,0.0,0.2917,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.3333,0.3333,0.3333,0.3333,0.0,1.0,1.0,1.0,0.0,0.0,0.3333,0.3333,0.3333,0.3333,0.0,1.0,1.0,1.0,0.0
partitioning_crop_quadrant_4 -> reindexing_spatial_shift_axis_1_shift_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
permutation_transpose,0.4,0.4375,0.5,0.25,0.5,0.25,0.2812,0.3125,0.5,0.0,0.5,0.5,1.0,0.0,0.5,0.25,0.25,0.25,0.5,0.25,0.5,0.25,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.375,0.75,0.5,0.25
permutation_transpose -> extension_pad_pad_val_1,0.1167,0.2917,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0
permutation_transpose -> extension_pad_pad_val_9,0.15,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
permutation_transpose -> iteration_tile_axis_1,0.0375,0.0,0.125,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
permutation_transpose -> partitioning_crop_quadrant_1,0.375,0.375,0.75,0.75,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
permutation_transpose -> partitioning_crop_quadrant_4,0.5,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
permutation_transpose -> reindexing_spatial_shift_axis_0_shift_1,0.475,0.75,0.5833,0.5833,0.0,0.0,0.5,0.4583,0.3333,0.0,0.6667,0.0,1.0,0.3333,0.3333,0.6667,0.3333,1.0,0.3333,0.3333,0.3333,0.6667,0.6667,0.3333,0.6667,1.0,0.6667,1.0,0.6667,0.6667,0.3333,0.6667,0.6667
reindexing_spatial_shift_axis_0_shift_-1,0.7,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
reindexing_spatial_shift_axis_0_shift_-1 -> extension_pad_pad_val_9,0.0542,0.0417,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.3333,0.3333
reindexing_spatial_shift_axis_0_shift_1,0.35,0.5,0.0,0.0,0.5,0.0,0.375,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0
reindexing_spatial_shift_axis_0_shift_1 -> iteration_tile_axis_0,0.5125,1.0,0.375,0.375,0.0,0.0,1.0,0.25,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
reindexing_spatial_shift_axis_0_shift_1 -> partitioning_crop_quadrant_2,0.6875,0.875,0.125,0.125,1.0,0.0,0.875,0.125,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
reindexing_spatial_shift_axis_0_shift_1 -> permutation_transpose,0.25,0.25,0.5,0.5,0.0,0.0,0.25,0.375,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.0,1.0
reindexing_spatial_shift_axis_1_shift_-1,0.5,0.6875,0.25,0.25,0.5,0.0,0.5,0.25,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.5,1.0
reindexing_spatial_shift_axis_1_shift_-1 -> extension_pad_pad_val_9,0.4375,1.0,0.125,0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
reindexing_spatial_shift_axis_1_shift_-1 -> partitioning_crop_quadrant_1,0.425,1.0,0.0833,0.0833,0.0,0.0,1.0,0.0833,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333,0.0,0.0,0.0
reindexing_spatial_shift_axis_1_shift_-1 -> partitioning_crop_quadrant_2,0.1688,0.1875,0.3125,0.3125,0.0,0.0,0.1875,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5
reindexing_spatial_shift_axis_1_shift_-1 -> partitioning_crop_quadrant_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reindexing_spatial_shift_axis_1_shift_-1 -> permutation_transpose,0.875,0.875,0.75,0.75,1.0,0.0,0.875,0.75,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
reindexing_spatial_shift_axis_1_shift_1,0.15,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reindexing_spatial_shift_axis_1_shift_1 -> extension_pad_pad_val_1,0.275,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
reindexing_spatial_shift_axis_1_shift_1 -> iteration_tile_axis_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reindexing_spatial_shift_axis_1_shift_1 -> partitioning_crop_quadrant_1,0.4625,0.875,0.375,0.375,0.0,0.0,0.875,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
reindexing_spatial_shift_axis_1_shift_1 -> partitioning_crop_quadrant_2,0.4,0.25,0.625,0.5,0.5,0.5,0.25,0.125,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0
reindexing_spatial_shift_axis_1_shift_1 -> permutation_transpose,0.1875,0.0,0.625,0.625,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
