chain_families,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
partitioning -> extension,0.325,0.1562,0.375,0.375,0.5,0.0,0.1562,0.375,0.25,0.5,0.25,0.5,1.0,0.25,0.0,0.25,0.25,0.0,0.5,0.5,0.25,0.25,0.5,0.25,0.0,0.25,0.25,0.0,0.5,0.5,0.25,0.25,0.5
partitioning -> iteration,0.0972,0.1181,0.0,0.0,0.1667,0.0,0.1181,0.0,0.4167,0.1667,0.4167,0.1667,1.0,0.0,0.1667,0.0556,0.1667,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0556,0.1667,0.1667,0.0,0.0,0.0,0.0,0.0
partitioning -> permutation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
partitioning -> reindexing,0.03,0.075,0.0,0.0,0.0,0.0,0.075,0.0,0.25,0.0,0.25,0.0,0.8,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0
permutation,0.1656,0.0625,0.2188,0.2188,0.25,0.0,0.0625,0.2188,0.5,0.25,0.5,0.25,1.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0
permutation -> extension,0.0781,0.0312,0.2188,0.2188,0.0,0.0,0.0312,0.2188,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.25
permutation -> iteration,0.2,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0
permutation -> partitioning,0.325,0.4375,0.5,0.5,0.0,0.0,0.4375,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5
permutation -> reindexing,0.0875,0.0,0.2917,0.2917,0.0,0.0,0.0,0.2917,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.3333,0.3333
reindexing,0.25,0.3571,0.2292,0.0833,0.2857,0.1667,0.3571,0.2292,0.1667,0.3333,0.1667,0.3333,0.8571,0.1429,0.4286,0.2857,0.4286,0.4286,0.1667,0.3333,0.1667,0.1667,0.3333,0.1429,0.4286,0.2857,0.4286,0.4286,0.1667,0.3333,0.1667,0.1667,0.3333
reindexing -> extension,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reindexing -> iteration,0.35,0.5,0.0625,0.0,0.5,0.5,0.5,0.0625,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5
reindexing -> partitioning,0.225,0.2679,0.25,0.1071,0.2857,0.1429,0.2679,0.25,0.1429,0.2857,0.1429,0.2857,1.0,0.4286,0.2857,0.2857,0.1429,0.2857,0.2857,0.2857,0.1429,0.2857,0.2857,0.4286,0.2857,0.2857,0.1429,0.2857,0.2857,0.2857,0.1429,0.2857,0.2857
reindexing -> permutation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
